question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
HS-LS3-014,HS-LS3,HS-LS3-3,recall,What does the term 'allele frequency' mean in genetics?,"Allele frequency refers to how often a particular allele (version of a gene) appears in a population compared to all alleles at that gene locus, usually expressed as a proportion or percentage.",claude-4.6-sonnet-thinking,7.59
HS-LS3-015,HS-LS3,HS-LS3-3,recall,What is a normal distribution in the context of trait variation?,"A normal distribution is a bell-shaped curve where most individuals in a population cluster around an average value, with fewer individuals at the extreme high or low ends, commonly seen in continuous traits like height.",claude-4.6-sonnet-thinking,9.08
HS-LS3-016,HS-LS3,HS-LS3-3,recall,What is the difference between a discrete trait and a continuous trait?,"A discrete trait has distinct, separate categories with no intermediate values (e.g., attached or free earlobes), while a continuous trait shows a range of values that form a spectrum (e.g., height or skin color).",claude-4.6-sonnet-thinking,7.77
HS-LS3-017,HS-LS3,HS-LS3-3,recall,What does 'genotype frequency' mean?,Genotype frequency is the proportion of individuals in a population that carry a particular genotype (combination of alleles) at a given gene locus.,claude-4.6-sonnet-thinking,7.6
HS-LS3-018,HS-LS3,HS-LS3-3,recall,What does the term 'heritability' mean?,"Heritability is a statistical measure that describes the proportion of variation in a trait within a population that is due to genetic differences among individuals, rather than environmental factors.",claude-4.6-sonnet-thinking,6.42
HS-LS3-019,HS-LS3,HS-LS3-3,recall,What is the Hardy-Weinberg principle?,"The Hardy-Weinberg principle states that allele and genotype frequencies in a population will remain constant from generation to generation in the absence of evolutionary influences such as mutation, selection, gene flow, genetic drift, or non-random mating.",claude-4.6-sonnet-thinking,7.6
HS-LS3-020,HS-LS3,HS-LS3-3,recall,What is an autosomal trait?,"An autosomal trait is a trait controlled by a gene located on one of the non-sex chromosomes (autosomes), meaning it can be inherited by individuals of any sex with equal probability.",claude-4.6-sonnet-thinking,5.24
HS-LS3-021,HS-LS3,HS-LS3-3,recall,What does sample size have to do with predicting trait distributions in a population?,"Larger sample sizes give more reliable and accurate estimates of trait distributions and allele frequencies in a population, because random variation has less influence and results more closely reflect the true population values.",claude-4.6-sonnet-thinking,9.26
HS-LS3-022,HS-LS3,HS-LS3-1,conceptual,Why does DNA need to be packaged into chromosomes instead of floating freely in the cell?,"DNA must be tightly coiled and packaged into chromosomes so that the extremely long DNA molecules can fit inside the tiny cell nucleus and be accurately separated during cell division. Without this packaging, DNA would become tangled and could not be properly copied or distributed to daughter cells.",claude-4.6-sonnet-thinking,9.09
HS-LS3-023,HS-LS3,HS-LS3-1,conceptual,How does the sequence of nucleotide bases in DNA code for the traits of an organism?,"The sequence of nucleotide bases (A, T, G, C) in DNA forms codons that specify which amino acids are assembled into proteins. These proteins carry out biological functions that determine physical traits, so different base sequences produce different proteins and therefore different traits.",claude-4.6-sonnet-thinking,9.82
HS-LS3-024,HS-LS3,HS-LS3-1,conceptual,Why can two parents with the same visible trait have a child who looks different from either of them?,"Parents can carry recessive alleles that are not expressed in their own appearance. If both parents pass on their recessive allele, the offspring may inherit two recessive copies and express a trait that neither parent visibly showed.",claude-4.6-sonnet-thinking,7.35
HS-LS3-025,HS-LS3,HS-LS3-1,conceptual,How does a single gene on a chromosome influence the physical appearance of an organism?,"A gene provides the instructions for making a specific protein, and that protein performs a function that contributes to a physical structure or biochemical process. For example, a gene encoding a pigment-producing enzyme determines coat or skin color by controlling how much pigment is made.",claude-4.6-sonnet-thinking,11.5
HS-LS3-026,HS-LS3,HS-LS3-1,conceptual,Why do humans have 46 chromosomes in most body cells but only 23 in egg and sperm cells?,"Meiosis halves the chromosome number so that when two sex cells fuse during fertilization, the resulting offspring has the correct total of 46 chromosomes. If sex cells had 46 chromosomes, fertilization would double the chromosome count each generation.",claude-4.6-sonnet-thinking,6.51
HS-LS3-027,HS-LS3,HS-LS3-1,conceptual,How does having two copies of each gene (one on each homologous chromosome) affect which traits are expressed?,"Having two alleles means the dominant allele is typically expressed if present, while the recessive allele is only expressed when two copies of it exist. This diploid arrangement affects the probability of expressing a given trait depending on which alleles are inherited from each parent.",claude-4.6-sonnet-thinking,9.13
HS-LS3-028,HS-LS3,HS-LS3-1,conceptual,Why are mutations in DNA sometimes able to change the traits of an organism?,"A mutation changes the nucleotide sequence of DNA, which can alter the amino acid sequence of the protein encoded by that gene. If the protein's shape or function changes, the biological process it controls can be affected, potentially changing the organism's trait.",claude-4.6-sonnet-thinking,9.26
HS-LS3-029,HS-LS3,HS-LS3-1,conceptual,How does the location of a gene on a specific chromosome help predict how that trait is inherited?,"Genes on the same chromosome tend to be inherited together because they are physically linked, while genes on different chromosomes are inherited independently following Mendel's law of independent assortment. The chromosome location therefore affects the probability that specific combinations of traits appear in offspring.",claude-4.6-sonnet-thinking,9.79
HS-LS3-030,HS-LS3,HS-LS3-1,conceptual,Why is it possible for siblings to look different from each other even though they have the same parents?,"During meiosis, chromosomes are shuffled through independent assortment and crossing over, creating unique combinations of alleles in each egg or sperm. Because fertilization is also random, each sibling inherits a different mix of parental alleles, leading to different combinations of traits.",claude-4.6-sonnet-thinking,8.59
HS-LS3-031,HS-LS3,HS-LS3-1,conceptual,How does the concept of dominant and recessive alleles explain why some traits can 'skip' a generation?,"A recessive allele can be carried by individuals who show the dominant trait and is not expressed unless two copies are inherited. When two carriers have children, there is a chance an offspring inherits both recessive alleles, causing the trait to reappear after being hidden for one or more generations.",claude-4.6-sonnet-thinking,10.48
HS-LS3-032,HS-LS3,HS-LS3-1,conceptual,Why do identical twins have the same DNA but fraternal twins do not?,"Identical twins form when a single fertilized egg splits into two embryos, so both individuals share the exact same DNA. Fraternal twins develop from two separately fertilized eggs, each with a unique combination of chromosomes from the parents.",claude-4.6-sonnet-thinking,7.63
HS-LS3-033,HS-LS3,HS-LS3-2,conceptual,Why does meiosis produce offspring that are genetically different from each parent?,"During meiosis, homologous chromosomes exchange segments through crossing over and then sort independently into gametes, creating new combinations of alleles that were not present in either parent's genome.",claude-4.6-sonnet-thinking,10.72
HS-LS3-034,HS-LS3,HS-LS3-2,conceptual,Why can a DNA replication error lead to a heritable mutation?,"If DNA polymerase inserts an incorrect nucleotide and the cell's proofreading mechanisms fail to correct it, the changed sequence is copied into all descendant cells, including potentially gametes, passing the alteration to future generations.",claude-4.6-sonnet-thinking,12.3
HS-LS3-035,HS-LS3,HS-LS3-2,conceptual,How can a single base substitution during DNA replication change the protein a gene codes for?,"A single nucleotide change can alter the codon sequence, causing the ribosome to incorporate a different amino acid into the protein, which may change the protein's shape and function.",claude-4.6-sonnet-thinking,10.56
HS-LS3-036,HS-LS3,HS-LS3-2,conceptual,Why are some DNA replication errors considered 'viable' mutations rather than lethal ones?,"Viable errors occur in non-critical regions of the DNA or produce changes that still allow the cell or organism to survive and reproduce, meaning the mutation can be passed on, whereas lethal errors cause cell death before replication.",claude-4.6-sonnet-thinking,13.99
HS-LS3-037,HS-LS3,HS-LS3-2,conceptual,How can environmental factors such as UV radiation cause genetic mutations?,"UV radiation causes adjacent thymine bases on a DNA strand to bond together, forming thymine dimers that distort the double helix, which can lead to errors during replication if the damage is not repaired.",claude-4.6-sonnet-thinking,13.37
HS-LS3-038,HS-LS3,HS-LS3-2,conceptual,Why are mutations that occur in germline cells (sperm and egg) more significant for inheritance than mutations in body cells?,"Mutations in germline cells can be passed to offspring because these cells contribute DNA to the next generation, whereas mutations in somatic (body) cells affect only that individual and are not inherited.",claude-4.6-sonnet-thinking,11.09
HS-LS3-039,HS-LS3,HS-LS3-2,conceptual,How does the random nature of mutation contribute to variation within a population?,"Mutations occur unpredictably at different locations in the genome in different individuals, generating a variety of new alleles over time that contribute to the range of traits seen across a population.",claude-4.6-sonnet-thinking,13.08
HS-LS3-040,HS-LS3,HS-LS3-2,conceptual,Why do chemical mutagens increase the rate of genetic variation?,"Chemical mutagens interact with DNA bases—for example, by altering their chemical structure or inserting between base pairs—causing mispairing during replication and resulting in insertions, deletions, or substitutions that create new allele variants.",claude-4.6-sonnet-thinking,11.91
HS-LS3-041,HS-LS3,HS-LS3-2,conceptual,Why does the shuffling of alleles during meiosis not always produce completely new traits in offspring?,"Because recombination and independent assortment rearrange existing alleles rather than creating new DNA sequences, offspring may receive allele combinations that already existed in previous generations, sometimes producing familiar traits.",claude-4.6-sonnet-thinking,10.56
HS-LS3-042,HS-LS3,HS-LS3-2,conceptual,How does a frameshift mutation caused by an insertion or deletion differ in effect from a point mutation?,"A frameshift mutation shifts the entire reading frame of the mRNA downstream from the error, altering every subsequent codon and usually producing a nonfunctional protein, whereas a point mutation changes only a single codon and may have a smaller effect.",claude-4.6-sonnet-thinking,9.79
HS-LS3-043,HS-LS3,HS-LS3-3,conceptual,Why is a larger sample size more reliable when predicting the distribution of traits in a population?,"With larger sample sizes, the observed frequencies of traits converge toward the true expected probabilities, reducing the effect of random chance. Small samples are more likely to deviate significantly from predicted ratios due to random variation.",claude-4.6-sonnet-thinking,11.86
HS-LS3-044,HS-LS3,HS-LS3-3,conceptual,"Why do polygenic traits, like human height, show a bell-curve distribution in a large population?","Polygenic traits are controlled by many genes, each contributing a small additive effect. Because the alleles at each locus are inherited independently, most individuals inherit a mix of alleles and fall near the average, producing a normal (bell-curve) distribution with fewer individuals at the extremes.",claude-4.6-sonnet-thinking,9.14
HS-LS3-045,HS-LS3,HS-LS3-3,conceptual,Why can two parents who don't have a genetic disease have a child who does?,"Both parents can be heterozygous carriers, carrying one copy of a recessive disease allele without expressing the disease. When two carriers reproduce, there is a 25% probability that a child inherits both recessive alleles and expresses the disorder.",claude-4.6-sonnet-thinking,5.21
HS-LS3-046,HS-LS3,HS-LS3-3,conceptual,Why do identical twins have the same genotype but can sometimes have different phenotypes?,"Although identical twins share the same DNA sequence, environmental factors such as diet, stress, and chemical exposures can influence gene expression differently in each twin. These environmental effects can cause differences in traits even when the genotype is identical.",claude-4.6-sonnet-thinking,10.1
HS-LS3-047,HS-LS3,HS-LS3-3,conceptual,Why do sex-linked recessive traits appear more frequently in males than in females?,"Males have only one X chromosome, so a single recessive allele on that X chromosome is expressed because there is no second X with a dominant allele to mask it. Females need two copies of the recessive allele to express the trait, which is statistically less likely, making the trait rarer in females.",claude-4.6-sonnet-thinking,6.73
HS-LS3-048,HS-LS3,HS-LS3-1,applied,"A plant has a DNA sequence that codes for red flower pigment. If a mutation changes one nucleotide in that gene, what might happen to the flower color?","The mutation could alter the protein produced, potentially resulting in a different or no pigment, causing the flower to be a different color or white instead of red.",claude-4.6-sonnet-thinking,7.57
HS-LS3-049,HS-LS3,HS-LS3-1,applied,"If a cell has 46 chromosomes before undergoing meiosis, how many chromosomes will each resulting sperm or egg cell contain?","Each resulting sperm or egg cell will contain 23 chromosomes, because meiosis halves the chromosome number to produce haploid gametes.",claude-4.6-sonnet-thinking,12.27
HS-LS3-050,HS-LS3,HS-LS3-1,applied,"A scientist removes a specific segment of DNA from a chromosome in a skin cell. Which characteristic of that organism might be affected, and why?","The characteristic coded by that gene segment could be altered or lost, because DNA sequences on chromosomes carry the instructions for building specific proteins that determine traits.",claude-4.6-sonnet-thinking,10.05
HS-LS3-051,HS-LS3,HS-LS3-1,applied,"A farmer notices that offspring of two black sheep are always black. If he cross-breeds them with white sheep and the offspring are all black, what does this suggest about the DNA instructions for coat color?","It suggests that the allele for black coat color is dominant, so even one copy of the black-color DNA instruction is enough to produce a black coat in offspring.",claude-4.6-sonnet-thinking,7.82
HS-LS3-052,HS-LS3,HS-LS3-1,applied,"During fertilization, a sperm with 23 chromosomes fuses with an egg with 23 chromosomes. What is the chromosome number of the resulting zygote, and what does this mean for inherited traits?","The zygote has 46 chromosomes and receives DNA-encoded trait instructions from both parents, combining genetic information from each.",claude-4.6-sonnet-thinking,9.49
HS-LS3-053,HS-LS3,HS-LS3-1,applied,"A strand of DNA in a cell reads A-T-G-C-C-A. If a copying error substitutes a G for the middle C, how could this change the trait the gene controls?","The substitution changes the codon sequence, which may alter the amino acid sequence of the resulting protein, potentially changing or disrupting the trait that protein controls.",claude-4.6-sonnet-thinking,6.34
HS-LS3-054,HS-LS3,HS-LS3-1,applied,"Identical twins have the same DNA sequence. If one twin develops a scar, will the other twin automatically have the same scar? What does this show about DNA instructions?","No, the other twin will not have the scar, because scars result from environmental injury rather than DNA coding, showing that not all physical differences come from inherited genetic instructions.",claude-4.6-sonnet-thinking,7.3
HS-LS3-055,HS-LS3,HS-LS3-1,applied,"A parent has a genetic disorder caused by an extra copy of chromosome 21. What is the probability that their child will inherit the same chromosomal abnormality, and why?","There is an increased probability (approximately 50% in simple models) because during meiosis the parent may pass on a gamete with an extra chromosome 21, though the actual risk depends on the specific chromosomal situation.",claude-4.6-sonnet-thinking,10.82
HS-LS3-056,HS-LS3,HS-LS3-1,applied,A dog breeder mates two dogs that both carry a gene for a hereditary disease but do not show symptoms. What is the chance their offspring will show the disease if it is autosomal recessive?,"There is a 25% (1 in 4) chance that an offspring will inherit two recessive alleles and show the disease, since each parent has one dominant and one recessive allele.",claude-4.6-sonnet-thinking,8.09
HS-LS3-057,HS-LS3,HS-LS3-1,applied,"If scientists replace a faulty gene on a chromosome with a correct copy in a patient's cells, what would you predict happens to the trait that was affected by the faulty gene?","The corrected gene should allow the cell to produce a functional protein, potentially restoring or improving the trait that the faulty gene was disrupting.",claude-4.6-sonnet-thinking,13.85
HS-LS3-058,HS-LS3,HS-LS3-1,applied,"A species of butterfly has a gene on chromosome 4 that controls wing pattern. If chromosome 4 fails to separate properly during meiosis, what could happen to wing pattern inheritance in offspring?","Offspring could receive too many or too few copies of the wing-pattern gene, leading to abnormal or missing wing patterns compared to typical offspring.",claude-4.6-sonnet-thinking,10.56
HS-LS3-059,HS-LS3,HS-LS3-1,applied,"A corn plant has a gene that codes for starch production. If that gene is present on both copies of a chromosome, how would starch production compare to a plant with the gene on only one chromosome?",The plant with two copies generally produces more or more consistent starch because it has two sets of instructions coding for the starch-producing protein.,claude-4.6-sonnet-thinking,7.25
HS-LS3-060,HS-LS3,HS-LS3-2,applied,A cell undergoes meiosis and crossing over occurs between two homologous chromosomes. Will the resulting gametes be genetically identical to each other? Why or why not?,"No, the gametes will not be genetically identical. Crossing over exchanges segments of DNA between homologous chromosomes, creating new combinations of alleles that were not present in either original chromosome.",claude-4.6-sonnet-thinking,10.03
HS-LS3-061,HS-LS3,HS-LS3-2,applied,Two siblings share the same biological parents but have noticeably different physical traits. How can meiosis explain this variation?,"During meiosis, crossing over and independent assortment randomly shuffle and combine alleles differently each time gametes are formed, so each sibling likely inherited a unique combination of alleles from their parents.",claude-4.6-sonnet-thinking,11.71
HS-LS3-062,HS-LS3,HS-LS3-2,applied,"During DNA replication, a single base is accidentally inserted into a gene sequence. Could this change be passed to offspring? Under what condition?","Yes, if the insertion error occurs in a cell that will become a gamete (egg or sperm), the mutation can be inherited by offspring. Errors in somatic (body) cells are not passed on.",claude-4.6-sonnet-thinking,8.95
HS-LS3-063,HS-LS3,HS-LS3-2,applied,A farmer notices a corn plant with an unusual leaf pattern not seen in either parent plant. Which mechanisms might explain how this new trait arose?,"The new trait could result from a new allele combination produced during meiosis, a replication error that altered a gene, or a mutation caused by an environmental factor such as UV radiation or a chemical in the soil.",claude-4.6-sonnet-thinking,7.63
HS-LS3-064,HS-LS3,HS-LS3-2,applied,"If a skin cell's DNA is damaged by UV radiation from sunlight, will that mutation be passed to the person's children?","No, because skin cells are somatic cells and their DNA is not transmitted to offspring. Only mutations that occur in reproductive cells (gametes or cells that become gametes) can be inherited.",claude-4.6-sonnet-thinking,10.58
HS-LS3-065,HS-LS3,HS-LS3-2,applied,A scientist finds that children born to parents who were exposed to high levels of ionizing radiation have a higher rate of inherited genetic disorders. What does this suggest about radiation's effect on gametes?,"It suggests that ionizing radiation caused mutations in the parents' reproductive cells. Because these mutations occurred in gametes, they were passed to the children, increasing the rate of inherited genetic disorders.",claude-4.6-sonnet-thinking,12.21
HS-LS3-066,HS-LS3,HS-LS3-2,applied,"During meiosis I, homologous chromosomes fail to separate properly (nondisjunction). How could this produce a gamete with an inheritable variation?","Nondisjunction results in gametes with either an extra chromosome or a missing chromosome. If such a gamete is fertilized, the offspring will have an abnormal chromosome number, which is a heritable variation.",claude-4.6-sonnet-thinking,13.68
HS-LS3-067,HS-LS3,HS-LS3-2,applied,"A mutation changes one nucleotide in a gene, but the protein produced is unchanged. Is this mutation still considered a genetic variation that could be inherited?","Yes, the nucleotide change is still a heritable genetic variation even if the protein is unaffected (a silent mutation). It alters the DNA sequence and can be passed to offspring through reproduction.",claude-4.6-sonnet-thinking,10.81
HS-LS3-068,HS-LS3,HS-LS3-2,applied,"You are comparing the offspring from sexual reproduction (using meiosis) to offspring from asexual reproduction (using mitosis). Which group would you predict to have greater genetic variation, and why?","Offspring from sexual reproduction would have greater genetic variation because meiosis involves crossing over and independent assortment, creating unique combinations of alleles. Asexual reproduction through mitosis produces genetically identical copies.",claude-4.6-sonnet-thinking,13.26
HS-LS3-069,HS-LS3,HS-LS3-2,applied,A cell replicates its DNA and a proofreading enzyme fixes almost all errors. One error in a gene survives and is not corrected. What must happen next for this to become an inheritable mutation?,The cell containing the surviving error must go on to form a gamete through meiosis. Only then can the mutation be passed to offspring; if the cell is a somatic cell it will not be inherited.,claude-4.6-sonnet-thinking,8.27
HS-LS3-070,HS-LS3,HS-LS3-2,applied,"Chemotherapy drugs can damage DNA in rapidly dividing cells. If a chemotherapy patient later has children, should they be concerned that the drug caused heritable mutations in their offspring?","There is potential concern if the drug damaged DNA in the patient's reproductive cells (eggs or sperm), since those mutations could be passed to children. Damage limited to somatic cells would not be inherited.",claude-4.6-sonnet-thinking,12.04
HS-LS3-071,HS-LS3,HS-LS3-3,applied,"In a population of 200 pea plants, 150 have purple flowers and 50 have white flowers. What is the frequency of the white-flower allele if white flowers are recessive and only homozygous recessive plants show white flowers?","The frequency of white-flowered plants is 50/200 = 0.25, so q² = 0.25, meaning q = 0.5. The white-flower allele frequency is 0.5 (50%).",claude-4.6-sonnet-thinking,10.44
HS-LS3-072,HS-LS3,HS-LS3-3,applied,"A trait in humans is controlled by a single gene with two alleles. If 9% of the population shows the recessive phenotype, what percentage of the population would you expect to be carriers (heterozygous)?","If q² = 0.09, then q = 0.3 and p = 0.7. The carrier frequency is 2pq = 2(0.7)(0.3) = 0.42, so about 42% of the population are carriers.",claude-4.6-sonnet-thinking,11.17
HS-LS3-073,HS-LS3,HS-LS3-3,applied,"Two parents are both carriers for a recessive disorder. If they have four children, what is the probability that all four children will be unaffected?","Each child has a 3/4 probability of being unaffected. The probability that all four are unaffected is (3/4)⁴ = 81/256, or about 31.6%.",claude-4.6-sonnet-thinking,8.64
HS-LS3-074,HS-LS3,HS-LS3-3,applied,A farmer notices that the height of corn plants in a field follows a bell-shaped (normal) distribution. What does this distribution suggest about the genetic basis of plant height?,"A bell-shaped distribution suggests that height is a polygenic trait controlled by many genes, each contributing a small additive effect, which produces continuous variation across a range of values.",claude-4.6-sonnet-thinking,8.78
HS-LS3-075,HS-LS3,HS-LS3-3,applied,"A population has 64% of individuals showing a dominant phenotype for a trait. Using Hardy-Weinberg, what is the frequency of the recessive allele?","If 64% show the dominant phenotype, then 36% (0.36) show the recessive phenotype, so q² = 0.36 and q = 0.6. The recessive allele frequency is 0.6 (60%).",claude-4.6-sonnet-thinking,11.47
HS-LS3-076,HS-LS3,HS-LS3-3,applied,"You survey eye color in 1,000 people and find that brown eyes are far more common than blue eyes. How would you use this data to infer which allele is likely at a higher frequency in the population?","Since brown eyes (dominant phenotype) appear more frequently, the dominant allele for brown eyes is likely at a higher frequency in the population; the data suggest the brown-eye allele frequency (p) is greater than the blue-eye allele frequency (q).",claude-4.6-sonnet-thinking,8.28
HS-LS3-077,HS-LS3,HS-LS3-3,applied,"A recessive genetic disorder affects 1 in 10,000 people in a population. Using Hardy-Weinberg, what is the approximate carrier frequency?","q² = 1/10,000 = 0.0001, so q = 0.01 and p ≈ 0.99. The carrier frequency is 2pq = 2(0.99)(0.01) ≈ 0.0198, or about 2% of the population.",claude-4.6-sonnet-thinking,12.5
HS-LS3-078,HS-LS3,HS-LS3-3,applied,"If you graph the distribution of human height in a large population, you get a smooth bell curve rather than distinct categories. What does this tell you about how many genes likely control height?","The continuous, bell-shaped distribution indicates that height is a polygenic trait influenced by many genes; the large number of gene combinations produces a wide, smooth range of heights rather than a few discrete categories.",claude-4.6-sonnet-thinking,8.39
HS-LS3-079,HS-LS3,HS-LS3-3,applied,"In a population where a disease allele is very rare (frequency = 0.01), is an individual more likely to be a carrier or to be affected by the disease? Support your answer with numbers.","The carrier frequency is 2pq = 2(0.99)(0.01) ≈ 0.0198 (about 2%), while the affected frequency is q² = 0.0001 (0.01%). An individual is about 200 times more likely to be a carrier than to be affected.",claude-4.6-sonnet-thinking,8.37
HS-LS3-080,HS-LS3,HS-LS3-3,applied,You find that a trait varies more widely in individuals raised in very different environments than in individuals raised in the same environment. What does this tell you about the sources of phenotypic variation for this trait?,"This suggests that environmental factors contribute significantly to phenotypic variation for this trait; genetic variation alone does not account for all differences, and environmental differences amplify the range of expressed phenotypes.",claude-4.6-sonnet-thinking,12.04
HS-LS3-081,HS-LS3,HS-LS3-3,applied,"If a sample of 100 students shows 75 with attached earlobes and 25 with free earlobes, and attached earlobes are recessive, does this sample fit Hardy-Weinberg expectations? Calculate to check.","With q² = 0.75, q ≈ 0.866 and p ≈ 0.134. Expected heterozygotes = 2pq × 100 ≈ 23, and expected dominant homozygotes ≈ 2. The sample can be compared to these expected values; the fit or deviation indicates whether Hardy-Weinberg assumptions hold.",claude-4.6-sonnet-thinking,8.75
HS-LS4-001,HS-LS4,HS-LS4-1,recall,What type of evidence for evolution is provided by fossils?,"Fossils provide a physical record of organisms that lived in the past, showing how species have changed over time and documenting the existence of ancestors shared by modern species.",claude-4.6-sonnet-thinking,9.55
HS-LS4-002,HS-LS4,HS-LS4-1,recall,"What is biogeography, and how does it support evolution?",Biogeography is the study of the geographic distribution of species; the fact that closely related species tend to be found near each other or on the same continent supports the idea that they descended from common ancestors.,claude-4.6-sonnet-thinking,8.9
HS-LS4-003,HS-LS4,HS-LS4-2,recall,What are the four main factors that drive the process of evolution by natural selection?,"The four main factors are: (1) the potential for a species to increase in number, (2) heritable genetic variation among individuals due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of organisms better able to survive and reproduce.",claude-4.6-sonnet-thinking,9.14
HS-LS4-004,HS-LS4,HS-LS4-2,recall,What does the term 'heritable variation' mean in the context of evolution?,Heritable variation refers to differences among individuals in a population that can be passed from parents to offspring through genes.,claude-4.6-sonnet-thinking,10.72
HS-LS4-005,HS-LS4,HS-LS4-2,recall,Why is competition for limited resources considered a key factor in evolution?,"Because resources such as food, water, and mates are limited, individuals must compete for them, and those with advantageous traits are more likely to survive and reproduce, driving natural selection.",claude-4.6-sonnet-thinking,13.67
HS-LS4-006,HS-LS4,HS-LS4-2,recall,What is meant by a species' 'potential to increase in number' in the context of evolution?,"It refers to the fact that organisms can produce more offspring than the environment can support, leading to overpopulation pressure and competition, which sets the stage for natural selection.",claude-4.6-sonnet-thinking,9.09
HS-LS4-007,HS-LS4,HS-LS4-3,recall,What does 'allele frequency' mean in a population?,Allele frequency is the proportion of a specific allele (version of a gene) compared to all alleles for that gene in a population.,claude-4.6-sonnet-thinking,9.66
HS-LS4-008,HS-LS4,HS-LS4-3,recall,What does it mean for a trait to be 'advantageous' in the context of natural selection?,An advantageous trait is one that increases an organism's fitness—its ability to survive and reproduce successfully in its environment—compared to organisms lacking that trait.,claude-4.6-sonnet-thinking,8.35
HS-LS4-009,HS-LS4,HS-LS4-3,recall,What is the Hardy-Weinberg principle?,"The Hardy-Weinberg principle states that allele and genotype frequencies in a population will remain constant from generation to generation in the absence of evolutionary forces such as natural selection, mutation, genetic drift, or gene flow.",claude-4.6-sonnet-thinking,7.6
HS-LS4-010,HS-LS4,HS-LS4-3,recall,What does the term 'selection pressure' mean?,"Selection pressure refers to any environmental factor that affects the survival or reproductive success of organisms with certain traits, influencing which traits become more or less common over time.",claude-4.6-sonnet-thinking,5.68
HS-LS4-011,HS-LS4,HS-LS4-4,recall,What does the term 'fitness' mean in the context of natural selection?,"In natural selection, fitness refers to an organism's ability to survive and reproduce in its environment, passing its genes on to the next generation.",claude-4.6-sonnet-thinking,6.79
HS-LS4-012,HS-LS4,HS-LS4-4,recall,What are the four conditions required for natural selection to occur?,"The four conditions are: variation exists among individuals in a population, that variation is heritable, individuals produce more offspring than can survive, and individuals with certain traits survive and reproduce at higher rates than others.",claude-4.6-sonnet-thinking,10.15
HS-LS4-013,HS-LS4,HS-LS4-4,recall,What is meant by 'heritable variation' in a population?,Heritable variation refers to differences in traits among individuals in a population that can be passed from parents to offspring through genes.,claude-4.6-sonnet-thinking,11.52
HS-LS4-014,HS-LS4,HS-LS4-4,recall,What does it mean when a trait is said to increase an organism's 'reproductive success'?,"A trait increases reproductive success when it helps an organism survive long enough to produce more offspring, meaning more copies of that trait are passed to the next generation.",claude-4.6-sonnet-thinking,8.35
HS-LS4-015,HS-LS4,HS-LS4-5,recall,What is speciation?,"Speciation is the evolutionary process by which new, distinct species arise, typically when populations become reproductively isolated and diverge genetically over time.",claude-4.6-sonnet-thinking,9.18
HS-LS4-016,HS-LS4,HS-LS4-5,recall,What is adaptive radiation?,"Adaptive radiation is the rapid diversification of a single ancestral species into many new species, each adapted to exploit different environmental niches, often triggered by a change in environment or the availability of new resources.",claude-4.6-sonnet-thinking,12.52
HS-LS4-017,HS-LS4,HS-LS4-6,recall,What does the term 'extinction rate' mean in the context of biodiversity?,"Extinction rate refers to the number of species that go extinct over a given period of time, often expressed as extinctions per million species-years. A high extinction rate indicates a rapid loss of biodiversity, sometimes called a mass extinction event.",claude-4.6-sonnet-thinking,8.76
HS-LS4-018,HS-LS4,HS-LS4-2,conceptual,Why does a species' potential to produce more offspring than the environment can support matter for evolution?,"When more individuals are born than can survive, there is intense competition among them. Only those with the most advantageous traits tend to survive and reproduce, so favorable traits are more likely to be passed on—this is the basis of natural selection.",claude-4.6-sonnet-thinking,11.86
HS-LS4-019,HS-LS4,HS-LS4-2,conceptual,How do mutations contribute to the process of evolution?,"Mutations introduce new alleles into a population by randomly changing DNA sequences. If a mutation produces a trait that improves survival or reproduction in a given environment, that trait can spread through the population over successive generations.",claude-4.6-sonnet-thinking,10.21
HS-LS4-020,HS-LS4,HS-LS4-2,conceptual,Why do individuals with traits better suited to their environment tend to leave more offspring?,"Better-suited individuals are more likely to survive long enough to reproduce and may reproduce more frequently or successfully. Because their traits are heritable, those traits are passed on at higher rates, gradually increasing their frequency in the population.",claude-4.6-sonnet-thinking,9.93
HS-LS4-021,HS-LS4,HS-LS4-2,conceptual,How does overproduction of offspring set the stage for natural selection?,"Because populations can reproduce faster than resources allow, most offspring do not survive to reproduce. This creates a 'filter' in which only individuals whose heritable traits provide a competitive advantage tend to survive and pass those traits on, driving evolutionary change.",claude-4.6-sonnet-thinking,10.15
HS-LS4-022,HS-LS4,HS-LS4-3,conceptual,Why do organisms with an advantageous trait tend to make up a larger proportion of the population over time?,"Organisms with an advantageous trait survive and reproduce at higher rates than those without it, passing the trait to more offspring each generation. Over successive generations, the proportion of individuals carrying the trait increases through natural selection.",claude-4.6-sonnet-thinking,11.69
HS-LS4-023,HS-LS4,HS-LS4-3,conceptual,Why might an advantageous trait still be rare in a population for many generations before becoming common?,"If the trait first appears as a rare mutation, probability dictates it will be present in very few individuals initially, so even a strong advantage produces only a small absolute increase each generation. It takes many reproductive cycles for the compounding effect of higher survival and reproduction to make the trait widespread.",claude-4.6-sonnet-thinking,12.56
