question_id,area,question_type,fraction_correct,discrimination,trivial,broken
HS-PS1-070,HS-PS1,applied,1.0,0.0,1,0
HS-PS1-080,HS-PS1,applied,1.0,0.0,1,0
HS-PS1-081,HS-PS1,applied,1.0,0.0,1,0
HS-PS1-097,HS-PS1,recall,1.0,0.0,1,0
HS-PS2-091,HS-PS2,applied,0.704,0.331,0,0
HS-PS2-061,HS-PS2,applied,0.741,0.343,0,0
HS-PS2-081,HS-PS2,recall,0.741,0.262,0,0
HS-PS2-100,HS-PS2,recall,0.778,0.272,0,0
HS-PS2-030,HS-PS2,conceptual,0.815,0.277,0,0
HS-PS2-031,HS-PS2,conceptual,0.815,0.355,0,0
HS-PS2-041,HS-PS2,conceptual,0.815,0.277,0,0
HS-PS2-043,HS-PS2,conceptual,0.852,0.228,0,0
HS-PS2-066,HS-PS2,applied,0.852,0.228,0,0
HS-PS2-075,HS-PS2,applied,0.852,0.166,0,0
HS-PS2-009,HS-PS2,recall,0.889,0.222,0,0
HS-PS2-019,HS-PS2,recall,0.889,0.314,0,0
HS-PS2-024,HS-PS2,conceptual,0.889,0.222,0,0
HS-PS2-035,HS-PS2,conceptual,0.889,0.222,0,0
HS-PS2-037,HS-PS2,conceptual,0.889,0.222,0,0
HS-PS2-039,HS-PS2,conceptual,0.889,0.222,0,0
HS-PS2-048,HS-PS2,applied,0.889,0.314,0,0
HS-PS2-067,HS-PS2,applied,0.889,0.314,0,0
HS-PS2-074,HS-PS2,applied,0.889,0.222,0,0
HS-PS2-076,HS-PS2,recall,0.889,0.222,0,0
HS-PS2-083,HS-PS2,conceptual,0.889,0.222,0,0
HS-PS2-090,HS-PS2,applied,0.889,0.157,0,0
HS-PS2-092,HS-PS2,recall,0.889,0.222,0,0
HS-PS2-094,HS-PS2,recall,0.889,0.314,0,0
HS-PS2-003,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-005,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-006,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-008,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-014,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-017,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-029,HS-PS2,conceptual,0.926,0.21,0,0
HS-PS2-059,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-060,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-065,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-068,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-069,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-071,HS-PS2,applied,0.926,0.139,0,0
HS-PS2-077,HS-PS2,recall,0.926,0.139,0,0
HS-PS2-084,HS-PS2,conceptual,0.926,0.21,0,0
HS-PS2-085,HS-PS2,conceptual,0.926,0.139,0,0
HS-PS2-096,HS-PS2,conceptual,0.926,0.21,0,0
HS-PS2-001,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-011,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-013,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-015,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-018,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-023,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-025,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-026,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-027,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-034,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-040,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-042,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-045,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-046,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-047,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-050,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-051,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-052,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-054,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-057,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-072,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-073,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-080,HS-PS2,applied,0.963,0.105,1,0
HS-PS2-082,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-086,HS-PS2,conceptual,0.963,0.105,1,0
HS-PS2-098,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-099,HS-PS2,recall,0.963,0.105,1,0
HS-PS2-002,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-004,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-007,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-010,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-012,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-016,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-020,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-021,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-022,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-028,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-032,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-033,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-036,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-038,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-044,HS-PS2,conceptual,1.0,0.0,1,0
HS-PS2-049,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-053,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-055,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-056,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-058,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-062,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-063,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-064,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-070,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-079,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-087,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-088,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-089,HS-PS2,applied,1.0,0.0,1,0
HS-PS2-093,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-095,HS-PS2,recall,1.0,0.0,1,0
HS-PS2-097,HS-PS2,recall,1.0,0.0,1,0
HS-PS3-046,HS-PS3,conceptual,0.37,0.292,0,0
HS-PS3-076,HS-PS3,applied,0.407,0.438,0,0
HS-PS3-024,HS-PS3,conceptual,0.556,0.314,0,0
HS-PS3-077,HS-PS3,applied,0.63,0.367,0,0
HS-PS3-049,HS-PS3,conceptual,0.667,0.416,0,0
HS-PS3-066,HS-PS3,applied,0.704,0.331,0,0
HS-PS3-052,HS-PS3,conceptual,0.741,0.378,0,0
HS-PS3-030,HS-PS3,conceptual,0.778,0.314,0,0
HS-PS3-080,HS-PS3,applied,0.778,0.314,0,0
HS-PS3-082,HS-PS3,applied,0.778,0.351,0,0
HS-PS3-097,HS-PS3,conceptual,0.778,0.272,0,0
HS-PS3-015,HS-PS3,recall,0.815,0.355,0,0
HS-PS3-029,HS-PS3,conceptual,0.815,0.277,0,0
HS-PS3-001,HS-PS3,recall,0.852,0.166,0,0
HS-PS3-044,HS-PS3,conceptual,0.852,0.319,0,0
HS-PS3-069,HS-PS3,applied,0.852,0.228,0,0
HS-PS3-074,HS-PS3,applied,0.852,0.228,0,0
HS-PS3-075,HS-PS3,applied,0.852,0.228,0,0
HS-PS3-079,HS-PS3,applied,0.852,0.319,0,0
HS-PS3-009,HS-PS3,recall,0.889,0.157,0,0
HS-PS3-011,HS-PS3,recall,0.889,0.157,0,0
HS-PS3-020,HS-PS3,recall,0.889,0.157,0,0
HS-PS3-022,HS-PS3,conceptual,0.889,0.222,0,0
HS-PS3-051,HS-PS3,conceptual,0.889,0.157,0,0
HS-PS3-054,HS-PS3,applied,0.889,0.157,0,0
HS-PS3-081,HS-PS3,applied,0.889,0.222,0,0
HS-PS3-083,HS-PS3,applied,0.889,0.157,0,0
HS-PS3-084,HS-PS3,applied,0.889,0.314,0,0
HS-PS3-093,HS-PS3,recall,0.889,0.222,0,0
HS-PS3-004,HS-PS3,recall,0.926,0.21,0,0
HS-PS3-014,HS-PS3,recall,0.926,0.139,0,0
HS-PS3-017,HS-PS3,recall,0.926,0.139,0,0
HS-PS3-041,HS-PS3,conceptual,0.926,0.139,0,0
HS-PS3-045,HS-PS3,conceptual,0.926,0.139,0,0
HS-PS3-050,HS-PS3,conceptual,0.926,0.139,0,0
HS-PS3-062,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-065,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-067,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-068,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-070,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-071,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-086,HS-PS3,applied,0.926,0.139,0,0
HS-PS3-005,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-006,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-007,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-010,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-012,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-019,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-021,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-023,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-025,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-026,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-028,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-032,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-035,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-039,HS-PS3,conceptual,0.963,0.105,1,0
HS-PS3-057,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-059,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-060,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-061,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-063,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-064,HS-PS3,applied,0.963,0.105,1,0
HS-PS3-088,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-090,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-094,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-095,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-100,HS-PS3,recall,0.963,0.105,1,0
HS-PS3-002,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-003,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-013,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-016,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-018,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-027,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-031,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-036,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-037,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-038,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-040,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-042,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-043,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-048,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-053,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-055,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-056,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-058,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-072,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-073,HS-PS3,applied,1.0,0.0,1,0
HS-PS3-087,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-089,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-091,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-092,HS-PS3,recall,1.0,0.0,1,0
HS-PS3-096,HS-PS3,conceptual,1.0,0.0,1,0
HS-PS3-099,HS-PS3,recall,1.0,0.0,1,0
HS-PS4-050,HS-PS4,applied,0.741,0.409,0,0
HS-PS4-038,HS-PS4,conceptual,0.778,0.351,0,0
HS-PS4-044,HS-PS4,applied,0.778,0.314,0,0
HS-PS4-082,HS-PS4,applied,0.778,0.314,0,0
HS-PS4-037,HS-PS4,conceptual,0.815,0.228,0,0
HS-PS4-041,HS-PS4,conceptual,0.815,0.355,0,0
HS-PS4-019,HS-PS4,conceptual,0.852,0.228,0,0
HS-PS4-027,HS-PS4,conceptual,0.852,0.228,0,0
HS-PS4-079,HS-PS4,applied,0.852,0.166,0,0
HS-PS4-081,HS-PS4,applied,0.852,0.228,0,0
HS-PS4-034,HS-PS4,conceptual,0.889,0.222,0,0
HS-PS4-036,HS-PS4,conceptual,0.889,0.222,0,0
HS-PS4-045,HS-PS4,applied,0.889,0.157,0,0
HS-PS4-052,HS-PS4,applied,0.889,0.222,0,0
HS-PS4-085,HS-PS4,conceptual,0.889,0.222,0,0
HS-PS4-094,HS-PS4,conceptual,0.889,0.222,0,0
HS-PS4-097,HS-PS4,recall,0.889,0.222,0,0
HS-PS4-098,HS-PS4,recall,0.889,0.157,0,0
HS-PS4-015,HS-PS4,recall,0.926,0.139,0,0
HS-PS4-022,HS-PS4,conceptual,0.926,0.21,0,0
HS-PS4-023,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-025,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-029,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-030,HS-PS4,conceptual,0.926,0.21,0,0
HS-PS4-032,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-033,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-040,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-046,HS-PS4,applied,0.926,0.139,0,0
HS-PS4-051,HS-PS4,applied,0.926,0.139,0,0
HS-PS4-054,HS-PS4,applied,0.926,0.139,0,0
HS-PS4-065,HS-PS4,applied,0.926,0.139,0,0
HS-PS4-067,HS-PS4,applied,0.926,0.139,0,0
HS-PS4-068,HS-PS4,applied,0.926,0.21,0,0
HS-PS4-073,HS-PS4,recall,0.926,0.139,0,0
HS-PS4-086,HS-PS4,conceptual,0.926,0.21,0,0
HS-PS4-089,HS-PS4,recall,0.926,0.139,0,0
HS-PS4-100,HS-PS4,conceptual,0.926,0.139,0,0
HS-PS4-001,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-002,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-004,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-008,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-009,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-011,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-018,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-021,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-026,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-035,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-042,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-043,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-048,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-057,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-060,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-062,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-063,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-064,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-066,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-069,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-070,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-072,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-076,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-084,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-087,HS-PS4,applied,0.963,0.105,1,0
HS-PS4-090,HS-PS4,conceptual,0.963,0.105,1,0
HS-PS4-091,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-095,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-096,HS-PS4,recall,0.963,0.105,1,0
HS-PS4-003,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-005,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-006,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-007,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-010,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-012,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-013,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-014,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-016,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-017,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-020,HS-PS4,conceptual,1.0,0.0,1,0
HS-PS4-028,HS-PS4,conceptual,1.0,0.0,1,0
HS-PS4-031,HS-PS4,conceptual,1.0,0.0,1,0
HS-PS4-039,HS-PS4,conceptual,1.0,0.0,1,0
HS-PS4-047,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-049,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-053,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-055,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-056,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-058,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-059,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-061,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-071,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-074,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-075,HS-PS4,conceptual,1.0,0.0,1,0
HS-PS4-077,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-078,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-080,HS-PS4,applied,1.0,0.0,1,0
HS-PS4-088,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-092,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-093,HS-PS4,recall,1.0,0.0,1,0
HS-PS4-099,HS-PS4,recall,1.0,0.0,1,0
